id,name_ar,name_en,kunyah,laqab,gender,is_prophet,node_type,prominence,biography_short,biography_source,tribe,clan,birth_year_hijri,death_year_hijri,has_parents,has_children,has_spouses,has_siblings,has_uncles,has_cousins,has_companions,has_teachers,has_students,has_battles,has_participants,name_bn,biography_bn,name_de,biography_de
10,أبو عبيدة بن الجراح,Abu Ubaydah ibn al-Jarrah,Abu Ubaydah,Amin al-Ummah,M,False,Sahabi,ASHARA_MUBASHSHARA,One of the Ashara Mubashshara and the 'Trustworthy' (Amin) of this Ummah. He was a key military commander in the conquest of Syria and known for his humility and asceticism.,"Al-Isabah by Ibn Hajar, Tarikh al-Tabari.",Quraish,Banu al-Harith,-40,18,True,False,False,False,False,False,False,False,False,True,False,,,,
11,خديجة بنت خويلد,Khadija bint Khuwaylid,Umm Hind,Tahira,F,False,Sahabi,SAHABI,"Khadija bint Khuwaylid was the first wife of Muhammad. Born into an aristocratic clan of the Quraysh, she was an affluent merchant in her own right and was known to have a noble personality within her tribe. She employed Muhammad to manage a trade caravan to Syria and, impressed by his skills, subsequently offered him marriage, which he accepted.",Wikipedia (Khadija bint Khuwaylid),Muhammad's wives,Banu Asad,-67,-3,True,True,True,False,False,False,False,False,False,False,False,খাদিজা বিনতে খুওয়াইলিদ,খাদিজা বিনতে খুওয়াইলিদ ছিলেন ইসলামের নবী মুহাম্মাদ ﷺ এর প্রথম স্ত্রী এবং প্রথম ইসলাম গ্রহণকারী ব্যক্তি। তিনি সাধারণত খাদিজা বা খাদিজাতুল কুবরা নামে পরিচিত। খাদিজা ছিলেন মক্কার কুরাইশ বংশের নেতা খুওয়ালিদ ইবনে আসাদের কন্যা এবং নিজ প্রচেষ্টায় সফল একজন ধনাঢ্য ও ব্যবসায়ী মহিলা। খাদিজাকে মুসলমানরা উম্মুল মুমিনিন বলে উল্লেখ করে থাকেন এবং তাঁর নামের শেষে সম্মান ও প্রার্থনা হিসেবে সালামুল্লাহি আলাইহা ও রাদ্বিয়াল্লাহু আনহা বলে থাকেন।,Chadidscha bint Chuwailid,"Chadidscha bzw. Chadīdscha, auch Khadija und ähnlich, ist ein arabischer weiblicher Vorname, dessen Vergabe sich traditionell auf die erste Frau des islamischen Propheten Mohammed bezieht."
12,عائشة بنت أبي بكر,Aisha bint Abi Bakr,Umm Abdullah,Siddiqa,F,False,Sahabi,SAHABI,"The wife of the Prophet and daughter of Abu Bakr. She was a prolific narrator of Hadith and a major scholar in early Islam, known for her intelligence and influence in jurisprudence and political matters.","Sahih al-Bukhari, Al-Isabah by Ibn Hajar, Siyar A'lam al-Nubala by al-Dhahabi.",Quraish,Banu Taym,9,58,True,False,True,False,False,False,False,False,False,False,False,,,,
13,فاطمة الزهراء,Fatima bint Muhammad,Umm Abiha,Az-Zahra,F,False,Sahabi,SAHABI,"Fatima bint Muhammad, commonly known as Fatima al-Zahra', was the daughter of the Islamic prophet Muhammad and his wife Khadija. Fatima's husband was Ali, the fourth of the Rashidun caliphs and the first Shia imam. Fatima's sons were Hasan and Husayn, the second and third Shia imams, respectively. Fatima has been compared to Mary, mother of Jesus, especially in Shia Islam. Muhammad is said to have regarded her as the best of women and the dearest person to him. She is often viewed as an ultimate archetype for Muslim women and an example of compassion, generosity, and enduring suffering. It is through Fatima that Muhammad's family line has survived to this date. Her name and her epithets remain popular choices for Muslim girls.",Wikipedia (Fatima),companions of the Prophet,Banu Hashim,-18,10,True,True,True,False,False,False,False,False,False,False,False,ফাতিমা,"ফাতিমা বিনতে মুহাম্মদ, সাধারণত ফাতিমা আল-জাহরা নামে পরিচিত, ছিলেন ইসলামী নবী মুহাম্মদ এবং তার স্ত্রী খাদিজার কন্যা । ফাতিমার স্বামী ছিলেন আলী, রশিদুন খলিফার চতুর্থ এবং প্রথম শিয়া ইমাম । ফাতিমার পুত্রগণ যথাক্রমে দ্বিতীয় ও তৃতীয় শিয়া ইমাম হাসান ও হুসাইন ছিলেন । ফাতিমাকে যিশুর মা মেরির সাথে তুলনা করা হয়েছে, বিশেষ করে শিয়া ইসলামে । বলা হয় যে মুহাম্মাদ তাকে সেরা মহিলা এবং তার সবচেয়ে প্রিয় ব্যক্তি হিসাবে বিবেচনা করেছিলেন । তাকে প্রায়শই চূড়ান্ত হিসাবে দেখা হয়",Fatima bint Mohammed,"Fatima steht für:Fātima, ein weiblicher arabischer Vorname, siehe Fatima (Vorname) – dort auch zu Namensträgerinnen
Fatima (2015), französischer Film von Philippe Faucon
Fatima, Originaltitel von Das Wunder von Fatima – Moment der Hoffnung, portugiesisch-US-amerikanischer Film von Marco Pontecorvo"
14,الحسن بن علي,Hasan ibn Ali,Abu Muhammad,Sibt Rasulillah,M,False,Sahabi,SAHABI,"Hasan ibn Ali was an Alid political and religious leader. The eldest son of Ali and Fatima and a grandson of the Islamic prophet Muhammad, Hasan briefly ruled as caliph from January 661 until August 661. He is considered as the second Imam in Shia Islam, succeeding Ali and preceding his brother Husayn. As a grandson of the prophet, he is part of the ahl al-bayt and the ahl al-kisa, and also participated in the event of the mubahala.",Wikipedia (Hasan ibn Ali),companions of the Prophet,Banu Hashim,3,48,True,True,True,True,False,False,False,False,False,False,False,হাসান ইবনে আলী,"হাসান (আরবি: ٱلْحَسَن ٱبْن عَلِيّ ٱبْن أَبِي طَالِب, প্রতিবর্ণীকৃত: Al-Ḥasan ibn Alīy ibn Abī Ṭālib ছিলেন ইসলামের পয়গম্বর মুহম্মদের এর দৌহিত্র, আলীর ও ফাতিমার জ্যেষ্ঠপুত্র এবং হোসাইনের জ্যেষ্ঠভ্রাতা। সুন্নি ইসলাম অনুসারে তিনি হলেন রাশিদুন খলিফা। শিয়া ইসলাম অনুসারে তিনি দ্বিতীয় ইমাম। মুসলমানরা তাঁকে আহল আল-বাইত এবং আহল আল-কিসার একজন সদস্য হিসাবে শ্রদ্ধা করে থাকে। হাসান রা তাঁর পিতা আলী ইবনে আবী তালিব রা এর মৃত্যুর পর খলিফা হিসেবে নির্বাচিত হন, তবে ছয় বা সাত মাস শাসনকার্য পরিচালনার পর প্রথম ফিতনার অবসানের লক্ষ্যে তিনি শর্তসাপেক্ষে ক্ষমতাভার মুয়াবিয়া ইবনে আবী সুফিয়ানের নিকট হস্তান্তর করেন। হাসানের রা পদত্যাগের পর মুয়াবিয়ার মাধ্যমে খিলাফত রাজতন্ত্রে পরিণত হয়। হাসান তাঁর অনুদান, দরিদ্র ও দাস-দাসীদের প্রতি করুণা, জ্ঞান, সহনশীলতা ও সাহসিকতার জন্য খ্যাত ছিলেন। কুফা থেকে শাসনভার পরিত্যাগের পর জীবনের বাকি সময় তিনি মদীনাতে অতিবাহিত করেন। বনু উমাইয়া দ্বারা প্ররোচিত স্বীয় স্ত্রী জাদা বিনতুল আশআস কর্তৃক বিষপ্রয়োগে মাত্র ৪৫ বছর বয়সে আল-হাসান মৃত্যুবরণ করেন। তাঁকে জান্নাতুল বাকিতে সমাহিত করা হয়।",Hasan ibn ʿAlī,Al-Hasan ibn ʿAlī ibn Abī Tālib war der ältere Sohn von ʿAlī ibn Abī Tālib und Fatima bint Muhammad und wird von den Schiiten als zweiter Imam verehrt. Als Enkel des Propheten Mohammed gilt er außerdem als Mitglied der Ahl al-bait.
15,الحسين بن علي,Husayn ibn Ali,Abu Abdullah,Sayyid Shabab Ahl al-Jannah,M,False,Sahabi,SAHABI,"Husayn ibn Ali was an Alid political and religious leader. The second son of Ali and Fatima and a grandson of the Islamic prophet Muhammad, as well as a younger brother of Hasan ibn Ali, Husayn is regarded as the third Imam in Shia Islam after his brother, Hasan, and before his son, Ali al-Sajjad. Husayn is a prominent member of the Ahl al-Bayt and is also considered to be a member of the Ahl al-Kisa and a participant in the event of the mubahala. Muhammad described him and his brother, Hasan, as the leaders of the youth of paradise.",Wikipedia (Husayn ibn Ali),The Fourteen Infallibles,Banu Hashim,4,59,True,True,True,True,False,False,False,False,False,False,False,হোসাইন ইবনে আলী,হুসাইন ইবনে আলি ছিলেন ইসলামের নবি মুহাম্মদের দৌহিত্র এবং আলী ও ফাতিমার এর পুত্র। মুসলমানরা তাঁকে আহল আল-কিসা ও আহল আল-বাইতের একজন সদস্য হিসেবে অত্যন্ত শ্রদ্ধা করে। তিনি সুন্নি ইসলামের একজন গুরত্বপূর্ণ ব্যক্তিত্ব এবং শিয়া ইসলামের তৃতীয় ইমাম।,al-Ḥusain ibn ʿAlī,"Al-Husain ibn ʿAlī, kurz Hussein oder Hossein genannt, war der dritte Imam der Schiiten. Er war ein Enkelsohn des islamischen Propheten Mohammed und ging aus der Ehe von ʿAlī ibn Abī Tālib mit Mohammeds Tochter Fātima bint Muhammad hervor. Berühmt wurde er vor allem durch seinen Aufstand gegen die Umayyaden im Jahre 680, der in der Schlacht von Kerbela mit seinem Tod und dem seiner Anhänger endete. Aufgrund dieses Ereignisses hat al-Husain bei den Zwölfer-Schiiten auch den Beinamen „Herr der Märtyrer“. Die Zwölfer-Schiiten gedenken der Schlacht bei Kerbela jährlich am Aschura-Tag, dem 10. Tag des Monats Muharram, an dem zahlreiche Trauerzeremonien stattfinden, sowie am al-Arba'un-Fest, bei dem sich regelmäßig mehrere Millionen Menschen zum Imam-Husain-Schrein begeben."
16,حمزة بن عبد المطلب,Hamza ibn Abd al-Muttalib,Abu Umara,Asadullah,M,False,Sahabi,BADRI,"Hamza ibn Abd al-Muttalib was a foster brother, paternal uncle, maternal second-cousin, and companion of the Islamic prophet Muhammad.",Wikipedia (Hamza ibn Abd al-Muttalib),companions of the Prophet,Banu Hashim,-55,3,True,True,True,False,True,False,False,False,False,True,False,হামযা ইবনে আবদুল মুত্তালিব,"হামজা ইবনে আবদুল মুত্তালিব ছিলেন নবী মুহাম্মাদ সা. এর সাহাবি, চাচা ও দুধভাই। তিনি উহুদ যুদ্ধে শাহাদাত বরণ করেন। তার ডাকনাম হল আবু উমারা ও আবু ইয়ালা। তার উপ-নামগুলো ছিল, আসাদুল্লাহ এবং আসাদ আল-জান্নাহ । মুহাম্মদ সা. তাকে মরণোত্তর সায়্যিদুশ-শুহাদা উপাধি দিয়েছিলেন।",Hamza ibn Abdul-Muttalib,"Hamza ibn Abd al-Muttalib war ein Pflegebruder, Onkel väterlicherseits, Cousin mütterlicherseits und Begleiter des islamischen Propheten Mohammed."
17,العباس بن عبد المطلب,Abbas ibn Abd al-Muttalib,Abu al-Fadl,,M,False,Sahabi,SAHABI,"Al-Abbas ibn Abd al-Muttalib was a paternal uncle and sahabi (companion) of the Islamic prophet Muhammad, just three years older than his nephew. A wealthy merchant, during the early years of Islam he protected Muhammad while he was in Mecca, but only became a convert after the Battle of Badr in 624 CE (2 AH). His descendants founded the Abbasid Caliphate in 750.",Wikipedia (Abbas ibn Abd al-Muttalib),companions of the Prophet,Banu Hashim,-55,31,True,True,True,False,True,False,False,False,False,False,False,আব্বাস ইবনে আব্দুল মুত্তালিব,"আল-আব্বাস ইবনে আবদ আল-মুত্তালিব ছিলেন ইসলামী নবী মুহাম্মদের একজন চাচা এবং সহচর, যিনি তার ভাতিজার চেয়ে মাত্র তিন বছরের বড় ছিলেন । একজন ধনী বণিক, ইসলামের প্রাথমিক বছরগুলিতে তিনি মক্কায় থাকাকালীন মুহাম্মাদকে রক্ষা করেছিলেন, তবে 624 খ্রিস্টাব্দে (2 হিজরি) বদরের যুদ্ধের পরে ধর্মান্তরিত হয়েছিলেন । তার বংশধররা ৭৫০ সালে আব্বাসীয় খিলাফত প্রতিষ্ঠা করেন ।",Al-ʿAbbās ibn ʿAbd al-Muttalib,Al-ʿAbbās ibn ʿAbd al-Muttalib gehörte zu den Gefährten des Propheten Mohammed und war gleichzeitig einer seiner Onkel. Sein Vater war der Großvater des Propheten Mohammed. Seine Kunya lautete Abu 'l-Faḍl. Sein Halbbruder war Abū Tālib ibn ʿAbd al-Muttalib.
18,بلال بن رباح,Bilal ibn Rabah,Abu Abdillah,Muadhin,M,False,Sahabi,BADRI,"Bilal ibn Rabah, also known as Bilāl al-Ḥabashī or simply Bilal, was a close companion of the Islamic prophet Muhammad. Born in Mecca, he was formerly enslaved. He is considered the first muʾazzin in Islam, personally chosen by Muhammad for his deep and melodious voice. He is often regarded as the first African or Black Muslim.",Wikipedia (Bilal ibn Rabah),companions of the Prophet,,-42,20,True,True,False,False,False,False,False,False,False,True,False,বিলাল ইবনে রাবাহ,"বিলাল ইবনে রাবাহ, বিলাল আল-হিবাশি বা কেবল বিলাল নামেও পরিচিত, ছিলেন ইসলামী নবী মুহাম্মদের ঘনিষ্ঠ সহচর । মক্কায় জন্মগ্রহণকারী, তিনি পূর্বে ক্রীতদাস ছিলেন । তাকে ইসলামের প্রথম মুয়াজ্জিন হিসাবে বিবেচনা করা হয়, ব্যক্তিগতভাবে মুহাম্মদ তার গভীর এবং সুরেলা কণ্ঠের জন্য নির্বাচিত করেছিলেন । তাকে প্রায়শই প্রথম আফ্রিকান বা কৃষ্ণাঙ্গ মুসলিম হিসাবে বিবেচনা করা হয় ।",Bilāl ibn Rabāh,"Bilāl ibn Rabāh al-Habaschī war einer der Gefährten (sahāba) des Propheten Mohammed, des Begründers des Islam. Er stammte seinem Herkunftsnamen (Nisbe) gemäß aus Äthiopien und war Sklave Umayya ibn Chalafs. Er gehörte zu den in Mekka geborenen Fremden nicht-arabischer Abstammung (muwallad)."
19,خالد بن الوليد,Khalid ibn al-Walid,Abu Sulayman,Saifullah,M,False,Sahabi,SAHABI,"Khalid ibn al-Walid ibn al-Mughira al-Makhzumi was a 7th-century Arab military commander. He initially led campaigns against Muhammad on behalf of the Quraysh. He later became a Muslim and spent the remainder of his career serving Muhammad and the first two Rashidun caliphs, Abu Bakr and Umar, as a commander of the Muslim army. Khalid played leading command roles in the Ridda Wars against rebel tribes in Arabia in 632–633, the initial campaigns in Sasanian Iraq in 633–634, and the conquest of Byzantine Syria in 634–638.",Wikipedia (Khalid ibn al-Walid),companions of the Prophet,Banu Makhzum,-30,20,True,True,True,False,False,False,False,False,False,True,False,খালিদ বিন ওয়ালিদ,"খালিদ বিন ওয়ালিদ বিন মুগিরা বিন আব্দুল্লাহ বিন ওমর বিন মাখজুম আল-কুরাইশি আল-মাখজুমি ছিলেন সপ্তম শতাব্দীর একজন আরব সেনাপতি। তিনি প্রথমদিকে কুরাইশদের পক্ষে নবী মুহাম্মাদের বিরুদ্ধে অভিযান পরিচালনা করলেও, পরবর্তীতে তিনি ইসলাম গ্রহণ করেন। তার বাকি জীবন আল্লাহর নবী মুহাম্মাদ এবং প্রথম দুই রাশিদুন খলিফা: আবু বকর এবং উমরের সেবায় নিয়োজিত থাকেন। খালিদ ৬৩২-৬৩৩ সালে আরবের বিদ্রোহী উপজাতিদের বিরুদ্ধে রিদ্দা যুদ্ধ, ৬৩৩-৬৩৪ সালে সাসানীয় ইরাকে প্রাথমিক অভিযান এবং ৬৩৪-৬৩৮ সালে বাইজেন্টাইন সিরিয়া বিজয়ে নেতৃত্ব প্রদান করেন।",Chālid ibn al-Walīd,"Abū Sulaimān Chālid ibn al-Walīd war ein Gefährte Mohammeds und einer der bedeutendsten arabischen Feldherren während der Ridda-Kriege und bei den frühen islamischen Eroberungszügen. Zwar trat er erst relativ spät zum Islam über, doch soll ihm Mohammed auf Grund seiner militärischen Erfolge den Beinamen „Schwert Gottes“ verliehen haben."
20,زينب بنت محمد,Zaynab bint Muhammad,,,F,False,Sahabi,SAHABI,Zainab bint Muhammad ‎ was the eldest daughter of the Islamic prophet Muhammad by his first wife Khadijah.,Wikipedia (Zainab bint Muhammad),companions of the Prophet,Banu Hashim,-23,7,True,True,True,False,False,False,False,False,False,False,False,জয়নব বিনতে মুহাম্মাদ,জয়নব বিনতে মুহাম্মদ তার প্রথম স্ত্রী খাদিজা কর্তৃক ইসলামী নবী মুহাম্মদের জ্যেষ্ঠ কন্যা ছিলেন ।,Zainab bint Muhammad,Zainab bint Muhammad war nach Überlieferungen die älteste Tochter des Propheten Mohammed und dessen erster Gattin Chadīdscha bint Chuwailid.
21,رقية بنت محمد,Ruqayya bint Muhammad,Umm Abdillah,,F,False,Sahabi,SAHABI,"Ruqayya bint Muhammad was the second eldest daughter of the Islamic prophet Muhammad and Khadija. She married the third caliph Uthman and the couple had a son Abd Allah. In 624, Ruqayya died from an illness.",Wikipedia (Ruqayya bint Muhammad),companions of the Prophet,Banu Hashim,-24,2,True,True,True,False,False,False,False,False,False,False,False,রুকাইয়াহ বিনতে মুহাম্মাদ,"রুকাইয়া বিনতে মুহাম্মদ ছিলেন ইসলামী নবী মুহাম্মদ এবং খাদিজার দ্বিতীয় জ্যেষ্ঠ কন্যা । তিনি তৃতীয় খলিফা উসমানকে বিয়ে করেছিলেন এবং এই দম্পতির একটি ছেলে ছিল আব্দুল্লাহ । ৬২৪ সালে, রুকাইয়া অসুস্থ হয়ে মারা যান ।",Ruqayyah bint Muhammad,Ruqayya bint Muhammad war die zweitälteste Tochter des islamischen Propheten Muhammad und Khadija. Sie heiratete den dritten Kalifen Uthman und das Paar hatte einen Sohn Abd Allah. 624 starb Ruqayya an einer Krankheit.
22,أم كلثوم بنت محمد,Umm Kulthum bint Muhammad,,,F,False,Sahabi,SAHABI,Umm Kulthūm bint Muḥammad was the third daughter of the Islamic prophet Muhammad by his first wife Khadija bint Khuwaylid.,Wikipedia (Umm Kulthum bint Muhammad),companions of the Prophet,Banu Hashim,-19,8,True,False,True,False,False,False,False,False,False,False,False,উম্মে কুলসুম বিনতে মুহাম্মাদ,উম্মে কুলথুম বিনতে মুহাম্মাদ ছিলেন তার প্রথম স্ত্রী খাদিজা বিনতে খুওয়াইলিদ কর্তৃক ইসলামী নবী মুহাম্মদের তৃতীয় কন্যা ।,Umm Kulthum bint Muhammad,Umm Kulthūm bint Muḥammad war die dritte Tochter des islamischen Propheten Muhammad durch seine erste Frau Khadija bint Khuwaylid.
23,جعفر بن أبي طالب,Ja'far ibn Abi Talib,,,M,False,Sahabi,SAHABI,The cousin of the Prophet and the leader of the Muslims who migrated to Abyssinia. He was known for his eloquence in defending the Muslims before the Negus. He was martyred at the Battle of Mu'tah and was given the title 'At-Tayyar' (The Flyer in Paradise).,"Sirat Ibn Hisham, Al-Isabah by Ibn Hajar.",Various,Various,0,60,True,True,False,True,False,False,False,False,False,False,False,,,,
24,زيد بن حارثة,Zayd ibn Harithah,,,M,False,Sahabi,BADRI,"Zayd ibn Ḥāritha al-Kalbī, was an early Muslim, Sahabi and the former adopted son of the Islamic prophet, Muhammad. He is commonly regarded as the fourth person to have accepted Islam, after Muhammad's wife Khadija, Muhammad's cousin Ali, and Muhammad's close companion Abu Bakr. Zayd was a slave that Hakim ibn Hizam, Khadija's nephew, bought for her at a market in Ukaz. Zayd then became her and Muhammad’s adopted son and took his lineage. His lineage was later restored just before he had his second wife Zaynab bint Jahsh divorced and married to Muhammad. He later went on to marry into Muhammad's family.",Wikipedia (Zayd ibn Haritha al-Kalbi),companions of the Prophet,Various,-42,7,True,True,True,False,False,False,False,False,False,True,False,যায়েদ ইবনে হারেসা,"জায়েদ ইবনে হারিথা আল-কালবি, ছিলেন একজন প্রারম্ভিক মুসলিম, সাহাবি এবং ইসলামী নবী মুহাম্মদের প্রাক্তন দত্তক পুত্র । মুহাম্মদের স্ত্রী খাদিজা, মুহাম্মদের চাচাতো ভাই আলী এবং মুহাম্মদের ঘনিষ্ঠ বন্ধু আবু বকর এর পর তিনি ইসলাম গ্রহণকারী চতুর্থ ব্যক্তি হিসেবে বিবেচিত হন । জায়েদ একজন ক্রীতদাস ছিলেন যা খাদিজার ভাতিজা হাকিম ইবনে হিজাম তার জন্য উকাজের একটি বাজারে কিনেছিলেন । জায়েদ তখন তার এবং মুহাম্মদের দত্তক পুত্র হন এবং তার বংশধর হন । তার বংশ পরে তার এসইসি হওয়ার ঠিক আগে পুনরুদ্ধার করা হয়েছিল",Zayd ibn Harithah,"Zayd ibn Ḥāritha al-Kalbī war ein früher Muslim, Sahabi und der ehemalige Adoptivsohn des islamischen Propheten Mohammed. Er wird allgemein als die vierte Person angesehen, die den Islam angenommen hat, nach Mohammeds Frau Khadija, Mohammeds Cousin Ali und Mohammeds enger Begleiter Abu Bakr. Zayd war eine Sklavin, die Hakim ibn Hizam, Khadijas Neffe, auf einem Markt in Ukaz für sie gekauft hatte. Zayd wurde dann ihr und Mohammeds Adoptivsohn und übernahm seine Abstammung. Seine Abstammung wurde später wiederhergestellt, kurz bevor er seine zweite"
25,أسامة بن زيد,Usama ibn Zayd,,,M,False,Sahabi,SAHABI,The beloved of the Messenger of Allah.,General History,Various,Various,7,60,True,False,False,False,False,False,False,False,False,False,False,,,,
26,عبد الله بن عمر البيضاوي,Abdullah ibn Umar,,,M,False,Sahabi,SAHABI,"Qadi Baydawi was a jurist, theologian, and Quran commentator. He lived during the post-Seljuk and early Mongol era. Many commentaries have been written on his work. He was also the author of several theological treatises.",Wikipedia (Qadi Baydawi),Various,Various,597,684,True,False,False,False,False,False,False,False,False,False,False,আবদুল্লাহ ইবনে ওমর আল-বায়জাবী,"কাদি বেদাউই ছিলেন একজন আইনজ্ঞ, ধর্মতত্ত্ববিদ এবং কুরআনের ভাষ্যকার । তিনি সেলজুক-পরবর্তী এবং মঙ্গোল-পরবর্তী যুগে বাস করতেন । তার কাজের উপর অনেক ভাষ্য লেখা হয়েছে । তিনি বেশ কয়েকটি ধর্মতাত্ত্বিক গ্রন্থের লেখকও ছিলেন ।",Al-Baidawi,"Qadi Baydawi war Jurist, Theologe und Korankommentator. Er lebte während der Post-Seljuk- und frühen mongolischen Ära. Viele Kommentare wurden zu seiner Arbeit geschrieben. Er war auch Autor mehrerer theologischer Abhandlungen."
27,عبد الله بن عباس,Abdullah ibn Abbas,,,M,False,Sahabi,SAHABI,"ʿAbd Allāh ibn ʿAbbās, also known as Ibn ʿAbbās, was one of the cousins of the prophet Muhammad. He is considered to be the greatest mufassir (exegete) of the Qur'an.",Wikipedia (Ibn Abbas),companions of the Prophet,Various,-3,68,True,True,False,False,False,False,False,True,False,False,False,আবদুল্লাহ ইবনে আব্বাস,"আবদ আলাহ ইবনে আব্বাস, ইবনে আব্বাস নামেও পরিচিত, নবী মুহাম্মদের চাচাতো ভাইদের একজন ছিলেন । তাকে কুরআনের সর্বশ্রেষ্ঠ মুফাসসির (Exegete) হিসেবে বিবেচনা করা হয় ।",ʿAbdallāh ibn ʿAbbās,"ʿAbdallāh ibn ʿAbbās, im Überlieferungswesen im Allgemeinen als Ibn ʿAbbās zitiert, war ein Cousin des Propheten Mohammed und gilt als einer der ältesten Exegeten des Korans. Aufgrund seiner großen Bedeutung als religiöse Autorität hat er den Beinamen ḥabr al-umma erhalten. Seine Überlieferungen werden sowohl von Sunniten wie von Schiiten respektiert. Später wurde eine Anzahl seiner theologischen, rechtlichen und ritenbezogenen Lehren von den imamitischen Schiiten übernommen, so zum Beispiel die Erlaubnis der zeitlich begrenzten Mutʿa-Ehe."
